CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL.5000,PO2SM,IM,GM,AÑO
15,México,15096,Tequixquiac,28067,5.7,-,1.11,9.23,51.68,4.24,11.84,51.85,-1.241,Bajo,2000
15,México,15032,Donato Guerra,28006,27.45,-,18.33,40.75,68.43,41.05,100,72.39,0.994,Alto,2000
15,México,15011,Atenco,27988,4.29,-,0.55,4.09,-,-,-,-,-1.149,Bajo,1995
15,México,15093,Tepetlaoxtoc,27944,4.25,4,0.95,5.74,44.8,4.37,57.47,31.68,-1.08,Bajo,2010
15,México,15021,Coatepec Harinas,27940,23.07,58.06,31.63,47.55,68.52,39.82,81.16,82.58,0.317,Alto,1990
15,México,15123,Luvianos,27860,19,15.65,1.54,20.69,32.85,6.09,72.84,48.54,0.379,Alto,2015
15,México,15044,Jaltenco,27825,1.79,0.12,0.18,0.29,22.45,0.89,0,35.45,-1.634,Muy bajo,2015
15,México,15123,Luvianos,27781,21.28,26.54,5.17,52.13,46.05,16.66,72.84,69.72,0.913,Alto,2010
15,México,15016,Axapusco,27709,5.31,3.39,0.58,3.45,35.33,2.35,80.43,44.35,-0.668,Bajo,2015
15,México,15015,Atlautla,27663,6.91,1.8,0.97,3.36,52.31,16.94,35.98,63.23,-0.504,Medio,2010
15,México,15080,Sultepec,27592,27.53,-,20.66,38.93,62.85,43.02,100,66.24,0.961,Alto,2000
15,México,15026,Chapa de Mota,27551,11.51,23.36,2.81,6.01,51.65,4.21,100,53.15,-0.009,Medio,2010
15,México,15010,Apaxco,27521,5.08,2.12,0.98,10.29,36.39,1.91,49.73,33.38,-1.162,Bajo,2010
15,México,15052,Malinalco,27482,8.72,5.41,0.39,7,35.46,2.49,68.6,51.77,-0.38,Medio,2015
15,México,15112,Villa del Carbón,27283,27.6,65.79,35.26,37.85,67.93,34.57,80.13,77.41,0.304,Alto,1990
15,México,15073,San Antonio la Isla,27230,2.04,0.06,0.21,0.95,22.64,1.62,5.67,29.34,-1.673,Muy bajo,2015
15,México,15068,Ozumba,27207,4.34,1.91,0.82,8.81,49.17,12.03,38.62,56.9,-0.748,Bajo,2010
15,México,15008,Amatepec,27026,23.74,26.71,3.55,68.41,43.04,18.64,100,58.82,0.482,Alto,2005
15,México,15056,Morelos,26971,26.05,-,11.64,22.42,56.03,26.73,100,80.14,0.571,Alto,2000
15,México,15086,Temascaltepec,26968,21.26,68.51,35.91,47.11,70.42,49.49,100,82.73,0.491,Alto,1990
15,México,15075,San Martín de las Pirámides,26960,3.08,0.33,0.27,4.24,29.2,1.27,48.45,33.51,-1.221,Muy bajo,2015
15,México,15043,Xalatlaco,26865,5.2,3.31,0.95,3.69,53.58,12.72,44.01,52.35,-0.683,Medio,2010
15,México,15080,Sultepec,26832,16.61,21.68,3.11,9.3,39.95,7.06,100,47.34,0.509,Alto,2015
15,México,15086,Temascaltepec,26643,16.27,-,13.54,26.26,-,-,-,-,0.281,Medio,1995
15,México,15008,Amatepec,26610,16.83,12.87,1.82,14.26,28.73,8.14,100,55.24,0.332,Alto,2015
15,México,15056,Morelos,26430,21.04,41.75,7.32,9.42,55.54,29.89,100,65.97,0.48,Alto,2005
15,México,15044,Jaltenco,26359,1.92,0.45,0.11,0.05,30.3,1.14,0,32.74,-1.898,Muy bajo,2005
15,México,15008,Amatepec,26334,19.23,18.99,2.49,63.76,37.48,9.26,100,61.87,0.597,Alto,2010
15,México,15063,Ocuilan,26332,11.96,13.36,1.35,4.69,60.13,22.36,100,63.2,-0.082,Medio,2005
15,México,15044,Jaltenco,26328,1.7,0.13,0.07,0.12,28.72,1.09,0,29.29,-1.84,Muy bajo,2010
15,México,15044,Jaltenco,26238,2.94,-,0.27,2.03,-,-,-,-,-1.746,Muy bajo,1995
15,México,15028,Chiautla,26191,2.72,1.32,0.73,6.51,42.88,6.08,62.43,29,-1.194,Bajo,2010
15,México,15036,Hueypoxtla,26189,18.86,68.44,4.16,19.13,71.91,15.3,57.33,71.3,-0.353,Medio,1990
15,México,15053,Melchor Ocampo,26154,6.26,14.48,3.12,5.62,68.62,8.44,11.72,61.3,-1.456,Bajo,1990
15,México,15063,Ocuilan,25989,13.07,-,3.76,5.24,62.89,29.42,100,76.78,0.019,Alto,2000
15,México,15015,Atlautla,25950,11.52,-,2.64,2.32,64.99,24.74,39.65,74.5,-0.54,Medio,2000
15,México,15019,Capulhuac,25900,5.82,-,0.9,1.59,-,-,-,-,-1.26,Bajo,1995
15,México,15080,Sultepec,25809,22.63,36.05,5.03,35.29,49.8,11.27,100,72.55,1.019,Muy alto,2010
15,México,15010,Apaxco,25738,6.54,3.92,0.66,2.65,41.06,2.13,48.26,45.34,-1.188,Bajo,2005
15,México,15052,Malinalco,25624,11.76,12.25,0.92,11.78,48.51,7.81,68.6,61.61,-0.155,Medio,2010
15,México,15016,Axapusco,25559,6.98,6.96,1.19,1.85,46.75,4.75,80.43,51.49,-0.621,Medio,2010
15,México,15030,Chiconcuac,25543,1.55,0.31,0.3,5.95,32.86,1.83,4.74,49.47,-1.247,Muy bajo,2015
15,México,15035,Huehuetoca,25529,9.38,18.59,3.67,6.13,65.67,5.07,76.61,61.97,-1.167,Bajo,1990
15,México,15093,Tepetlaoxtoc,25523,5.69,6.76,1.06,3.15,50.27,5.66,57.78,49.37,-1.005,Bajo,2005
15,México,15064,El Oro,25490,21.75,62.86,18.53,34.62,63.96,37.67,100,69.97,-0.017,Medio,1990
15,México,15050,Juchitepec,25436,4.62,0.36,0.26,5.42,41.9,5.53,5.16,52.87,-0.785,Bajo,2015
15,México,15065,Otumba,25415,9.87,-,3.14,6.27,-,-,-,-,-0.752,Medio,1995
15,México,15100,Tezoyuca,25372,4.01,0.9,1.61,21.47,52.37,6.38,21.65,42.93,-1.173,Bajo,2005
15,México,15080,Sultepec,24986,26.41,38.26,5.78,43.6,56.93,36.11,100,54.53,0.787,Alto,2005
15,México,15018,Calimaya,24906,11.93,18.83,3.42,5.43,69.03,24.9,72.99,67.41,-0.947,Bajo,1990
15,México,15040,Ixtapan De La Sal,24889,13.73,-,3.03,30.24,-,-,-,-,-0.545,Medio,1995
15,México,15075,San Martín de las Pirámides,24851,3.95,1.74,0.65,4.37,41.71,3.33,48.44,39.8,-1.15,Bajo,2010
15,México,15032,Donato Guerra,24787,30.68,-,26.23,54.19,-,-,-,-,0.776,Alto,1995
15,México,15096,Tequixquiac,24766,8.01,-,0.95,12.18,-,-,-,-,-1.053,Bajo,1995
15,México,15080,Sultepec,24757,28.78,-,37.28,44.85,-,-,-,-,1.006,Muy alto,1995
15,México,15007,Amanalco,24669,10.83,6.02,1.49,3.54,36.68,5.16,100,49.27,-0.067,Medio,2015
15,México,15023,Coyotepec,24451,12.38,20.83,5.79,7.38,70.89,20,6.88,64.7,-1.157,Bajo,1990
15,México,15084,Temascalapa,24440,8.96,-,1.85,10.99,-,-,-,-,-0.685,Medio,1995
15,México,15040,Ixtapan de la Sal,24297,16.28,35.77,11.17,35.97,61.96,30.12,45.43,72.26,-0.579,Bajo,1990
15,México,15015,Atlautla,24110,9.49,2.46,0.69,1.68,58.58,22.63,33.92,61.33,-0.652,Bajo,2005
15,México,15068,Ozumba,24055,4.66,1.23,0.62,7.02,52.26,11.1,34.66,51.83,-1.057,Bajo,2005
15,México,15056,Morelos,24016,28.17,-,15.1,33.19,-,-,-,-,0.487,Alto,1995
15,México,15010,Apaxco,23734,7.86,-,1.22,3.67,49.56,3.09,46.48,55.08,-1.114,Bajo,2000
15,México,15068,Ozumba,23592,6.08,-,1.84,9.21,62.97,16.9,24.1,62.97,-0.969,Bajo,2000
15,México,15050,Juchitepec,23497,6.44,1.11,0.43,3.54,51.8,10.37,5.16,51.74,-0.866,Bajo,2010
15,México,15080,Sultepec,23462,34.93,78.52,56.85,46.8,73.14,66.64,100,78.09,1.009,Alto,1990
15,México,15052,Malinalco,22970,14.16,16.83,1.54,12.96,54.15,21.5,71.6,59.89,-0.191,Medio,2005
15,México,15063,Ocuilan,22869,15.84,-,3.77,11.49,-,-,-,-,-0.008,Medio,1995
15,México,15007,Amanalco,22868,14.55,15.3,5.81,8.28,53.13,8.07,100,51.55,0.197,Medio,2010
15,México,15026,Chapa De Mota,22828,18.45,-,6.97,11.62,61.53,17.22,100,66.82,0.147,Alto,2000
15,México,15030,Chiconcuac,22819,2.36,0.96,0.29,2.79,43.72,2.48,4.74,47.32,-1.358,Muy bajo,2010
15,México,15044,Jaltenco,22803,4.14,7.72,1.77,2.23,49.99,4.05,19.98,54.47,-1.893,Muy bajo,1990
15,México,15093,Tepetlaoxtoc,22729,6.85,-,2.05,2.39,55.52,8.25,76.84,59.98,-0.897,Bajo,2000
15,México,15028,Chiautla,22664,3.77,1.33,0.83,5.43,47.36,4.88,60.58,47.22,-1.158,Bajo,2005
15,México,15015,Atlautla,22634,12.35,-,1.36,9.91,-,-,-,-,-0.227,Medio,1995
15,México,15059,Nextlalpan,22507,4.58,1.35,0.49,11.07,54.82,6.6,41.24,45.42,-1.064,Bajo,2005
15,México,15073,San Antonio la Isla,22152,3.11,0.47,0.75,0.79,35.34,4.82,5.67,40.14,-1.513,Muy bajo,2010
15,México,15016,Axapusco,21915,8.04,11.69,0.89,1.26,51.8,5.23,100,55.27,-0.644,Medio,2005
15,México,15056,Morelos,21853,32.77,72.75,29.8,31.82,68.07,46.34,100,84.56,0.568,Alto,1990
15,México,15065,Otumba,21834,12.34,42.78,8.33,10.54,67.5,17.07,69.93,71.66,-0.699,Bajo,1990
15,México,15026,Chapa de Mota,21746,14.89,36.01,3.46,5.75,57.9,12.73,100,55.01,-0.009,Alto,2005
15,México,15052,Malinalco,21712,16.06,-,3.92,13.08,58.99,24.5,70.12,72.75,-0.127,Medio,2000
15,México,15075,San Martín de las Pirámides,21511,5.07,5.73,1.17,4.35,49.27,4.49,42.91,52.46,-1.067,Bajo,2005
15,México,15032,Donato Guerra,21510,34.6,70.21,48.97,56.51,74.74,54.59,100,69.7,0.859,Alto,1990
15,México,15068,Ozumba,21424,7.16,-,2.31,11.22,-,-,-,-,-0.624,Medio,1995
15,México,15019,Capulhuac,21258,8.39,10.69,2.17,5.36,65.93,14.35,37.97,56.99,-1.424,Bajo,1990
15,México,15011,Atenco,21219,6.1,12.93,4.54,9.8,69.04,7.23,49.93,68.01,-1.249,Bajo,1990
15,México,15010,Apaxco,21134,9.28,-,1.54,9.23,-,-,-,-,-1.077,Bajo,1995
15,México,15007,Amanalco,21095,23.13,-,7.91,17.69,65.34,38.05,100,77.5,0.627,Alto,2000
15,México,15050,Juchitepec,21017,9.58,1.28,0.32,2.45,56.28,15.61,3.78,52.62,-0.947,Bajo,2005
15,México,15026,Chapa De Mota,20939,21.37,-,14.83,18.34,-,-,-,-,0.21,Medio,1995
15,México,15096,Tequixquiac,20784,8.18,35.33,4.61,18.18,67.16,9.41,31.12,61.41,-1.06,Bajo,1990
15,México,15016,Axapusco,20516,10.03,-,1.97,2.67,55.47,6.1,100,67.14,-0.593,Medio,2000
15,México,15007,Amanalco,20343,17.28,25.28,4.56,13.55,59.81,30.79,100,63.79,0.35,Alto,2005
15,México,15052,Malinalco,20157,20.32,-,7.33,24.19,-,-,-,-,0.079,Medio,1995
15,México,15043,Xalatlaco,20002,5.53,5.37,0.58,3.23,58.69,15.16,37.66,50.28,-0.872,Bajo,2005
15,México,15094,Tepetlixpa,19843,4.27,0.71,0.58,10.97,36.77,3.75,27.76,58.34,-0.706,Bajo,2015
15,México,15075,San Martín De Las Pirámides,19694,5.71,-,1.11,2.58,54.93,4.88,40.62,63.73,-1.09,Bajo,2000
15,México,15030,Chiconcuac,19656,3.1,0.75,0.24,1.61,43.06,3.53,3.11,46.72,-1.519,Muy bajo,2005
15,México,15028,Chiautla,19620,4.28,-,0.76,10.01,54.89,5.05,64.39,57.36,-1.118,Bajo,2000
15,México,15059,Nextlalpan,19532,4.91,-,1.66,10.55,60.78,8.56,42.05,55.18,-1.074,Bajo,2000
15,México,15093,Tepetlaoxtoc,19380,7.53,-,1.23,6.21,-,-,-,-,-0.929,Bajo,1995
15,México,15097,Texcaltitlón,19206,9.4,12.46,1.9,7.32,40.02,4.02,100,63.91,0.136,Alto,2015
15,México,15043,Xalatlaco,19182,8.02,-,1.43,3.44,64.57,18.1,36,61.09,-0.836,Bajo,2000
15,México,15084,Temascalapa,19099,11.35,45.7,6.46,9.27,70.78,15.6,100,72.1,-0.547,Bajo,1990
15,México,15063,Ocuilan,19043,18.33,58.73,11.31,19.29,72.18,49.54,100,82.94,0.167,Alto,1990
15,México,15046,Jilotzingo,19013,4.4,1.15,0.91,0.8,34.57,3.48,100,32.46,-0.826,Bajo,2015
15,México,15015,Atlautla,18993,17.11,33.43,5.14,13.09,75.38,41.48,63.15,82.11,-0.337,Medio,1990
15,México,15050,Juchitepec,18968,10.42,-,0.94,21.95,62.49,18.27,29.57,63.92,-0.744,Bajo,2000
15,México,15007,Amanalco,18885,25.47,-,15.02,29.82,-,-,-,-,0.416,Alto,1995
15,México,15100,Tezoyuca,18852,4.21,-,1.92,4.51,56.03,4.59,9.01,52.15,-1.398,Muy bajo,2000
15,México,15010,Apaxco,18500,11.62,30.55,5.37,14.04,65.21,6.13,42.26,62.66,-1.056,Bajo,1990
15,México,15094,Tepetlixpa,18327,5.15,3.53,1.31,7.39,47.78,14.52,27.76,53.11,-0.74,Bajo,2010
15,México,15068,Ozumba,18052,8.82,13.43,5.3,10.83,72.83,29.69,25.49,70.84,-1.016,Bajo,1990
15,México,15030,Chiconcuac,17972,3.94,-,0.27,0.94,54.75,4.69,4.78,56.75,-1.446,Muy bajo,2000
15,México,15046,Jilotzingo,17970,5.18,3.35,0.79,0.85,43.3,5.4,100,31.78,-0.917,Bajo,2010
15,México,15016,Axapusco,17848,11.19,-,2.84,4.02,-,-,-,-,-0.681,Medio,1995
15,México,15043,Xalatlaco,17601,8.29,-,0.83,4.6,-,-,-,-,-0.582,Medio,1995
15,México,15026,Chapa de Mota,17581,28.43,76.07,28.43,37.55,70.31,36.51,100,79.82,0.486,Alto,1990
15,México,15050,Juchitepec,17487,11.72,-,0.25,14.84,-,-,-,-,-0.694,Medio,1995
15,México,15097,Texcaltitlón,17390,11.31,18.4,4.59,16.67,51.77,8.35,100,63.72,0.206,Medio,2010
15,México,15119,Zumpahuacón,16927,12,10.23,1.12,17.35,42.41,8.56,100,72.61,0.543,Alto,2015
15,México,15094,Tepetlixpa,16912,6.36,1.77,0.44,4.16,55.79,14.59,29.25,57.93,-0.877,Bajo,2005
15,México,15075,San Martín De Las Pirámides,16881,7.53,-,1.13,4.05,-,-,-,-,-1.009,Bajo,1995
15,México,15052,Malinalco,16872,22.9,61.56,14.81,36.02,70.19,46.35,68.08,80.88,0.148,Alto,1990
15,México,15094,Tepetlixpa,16863,7.26,-,1.64,4.19,62.59,18.36,29.02,70.38,-0.814,Bajo,2000
15,México,15028,Chiautla,16602,3.54,-,2.58,4.5,-,-,-,-,-1.108,Bajo,1995
15,México,15097,Texcaltitlón,16370,17.21,-,6.82,26.35,61.47,25.55,100,68.9,0.259,Alto,2000
15,México,15119,Zumpahuacón,16365,14.49,17.01,1.87,22.93,53.52,10.04,100,76.43,0.509,Alto,2010
15,México,15100,Tezoyuca,16338,3.87,-,0.41,5.35,-,-,-,-,-1.176,Bajo,1995
15,México,15119,Zumpahuacón,16149,17.88,27.19,1.58,19.41,62.5,35.82,100,66.9,0.465,Alto,2005
15,México,15093,Tepetlaoxtoc,16120,11.45,38.13,5.29,9.91,68.9,16.53,100,69.21,-0.715,Bajo,1990
15,México,15117,Zacualpan,16101,19.55,-,10.14,49.48,60.59,31.23,100,67.39,0.63,Alto,2000
15,México,15097,Texcaltitlón,15824,13.74,25.2,4.98,29.5,57.44,21.26,100,56.71,0.154,Alto,2005
15,México,15016,Axapusco,15803,14.51,43.14,4.13,8.23,70.22,16.84,100,76.49,-0.475,Medio,1990
15,México,15007,Amanalco,15702,30.3,75.19,37.12,52.2,71.59,52.04,100,81.01,0.769,Alto,1990
15,México,15102,Timilpan,15664,6.05,4.99,0.7,7.46,27.46,1.08,100,47.07,-0.56,Bajo,2015
15,México,15004,Almoloya De Alquisiras,15584,15.44,-,6.97,28.78,57.23,20.45,100,71.51,0.165,Alto,2000
15,México,15030,Chiconcuac,15448,3,-,0.31,1.45,-,-,-,-,-1.318,Bajo,1995
15,México,15102,Timilpan,15391,9.16,14.91,1.6,11.34,40.1,4.4,100,59.53,-0.255,Medio,2010
15,México,15119,Zumpahuacón,15372,21.93,-,4.11,28.86,66.15,42.48,100,81.27,0.634,Alto,2000
15,México,15094,Tepetlixpa,15181,7.3,-,1.66,11.92,-,-,-,-,-0.661,Medio,1995
15,México,15117,Zacualpan,15121,14.21,38.08,7.47,47.45,51.05,13.07,100,67.56,0.972,Muy alto,2010
15,México,15046,Jilotzingo,15086,9.89,-,1.29,3.93,56.43,13.33,100,57.85,-0.713,Bajo,2000
15,México,15059,Nextlalpan,15053,4.45,-,0.74,9.2,-,-,-,-,-1.135,Bajo,1995
15,México,15117,Zacualpan,14958,10.71,29.84,3.94,21.79,41.62,8.13,100,52.98,0.749,Alto,2015
15,México,15004,Almoloya de Alquisiras,14856,11.56,20.23,3.39,24.62,43.49,8.32,100,66.8,0.209,Medio,2010
15,México,15004,Almoloya de Alquisiras,14846,9.26,14.04,2.06,11.08,35.81,3.25,100,62.81,0.16,Alto,2015
15,México,15028,Chiautla,14764,6.29,18.55,3.51,8.89,67.8,11.44,100,67.56,-1.009,Bajo,1990
15,México,15102,Timilpan,14512,14.64,-,4.57,16.77,48.58,8.78,100,71.61,-0.189,Medio,2000
15,México,15022,Cocotitlón,14414,2.22,0.26,0.53,8.09,36.43,4.25,22.87,42.93,-1.064,Bajo,2015
15,México,15117,Zacualpan,14383,24.4,71.4,38.43,57.33,68.84,55.96,100,76.47,0.659,Alto,1990
15,México,15102,Timilpan,14335,11.77,29.66,2.54,14.34,47.63,8.12,100,58.95,-0.241,Medio,2005
15,México,15050,Juchitepec,14270,14.41,16.25,4.3,19.65,74.85,33.06,27.15,69.79,-0.774,Bajo,1990
15,México,15004,Almoloya de Alquisiras,14196,14.68,25.12,3.25,29.02,52.2,16.93,100,58.87,0.096,Alto,2005
15,México,15030,Chiconcuac,14179,6.24,7.49,2.09,4.61,66.5,8.27,2.74,61.94,-1.586,Bajo,1990
15,México,15117,Zacualpan,14115,20.09,-,19.09,50.05,-,-,-,-,0.397,Alto,1995
15,México,15043,Xalatlaco,14047,12.85,31.11,3.69,8.88,76.39,30.76,38.45,72.14,-0.702,Bajo,1990
15,México,15097,Texcaltitlón,13970,18.25,-,15.18,27.42,-,-,-,-,0.276,Medio,1995
15,México,15102,Timilpan,13871,15.42,-,6.99,21.52,-,-,-,-,-0.379,Medio,1995
15,México,15049,Joquicingo,13857,6.26,1.15,0.7,1.45,41.67,3.9,100,64.1,-0.245,Medio,2015
15,México,15071,Polotitlón,13851,5.6,7.97,1.3,0.82,31.56,0.89,100,51.84,-0.491,Medio,2015
15,México,15046,Jilotzingo,13825,6.84,5.86,0.62,0.48,50.06,9.58,100,47.62,-0.831,Bajo,2005
15,México,15117,Zacualpan,13800,16.72,35.04,7.21,47.84,58.23,32.24,100,55.48,0.589,Alto,2005
15,México,15004,Almoloya De Alquisiras,13667,16.69,-,15.47,26.84,-,-,-,-,-0.056,Medio,1995
15,México,15075,San Martín de las Pirámides,13563,8.04,26.25,3.25,4.79,64.89,9.97,37.87,72.42,-1.146,Bajo,1990
15,México,15079,Soyaniquilpan de Juárez,13290,5.31,11.88,2.56,2.9,31.8,0.95,100,54.63,-0.372,Medio,2015
15,México,15072,Rayón,13261,3.64,0.14,0.32,0.66,28.39,2.22,32.61,34.13,-1.298,Muy bajo,2015
15,México,15119,Zumpahuacón,13178,24.77,-,6.54,25.74,-,-,-,-,0.551,Alto,1995
15,México,15071,Polotitlón,13002,6.81,13.5,1.86,0.17,38.12,1.82,100,49.61,-0.609,Medio,2010
15,México,15083,Temamatla,12984,1.85,0.09,0.31,3.51,35.24,2.39,49.73,32.7,-1.183,Muy bajo,2015
15,México,15049,Joquicingo,12840,7.44,1.88,1.19,1,51.81,13.82,100,60.55,-0.285,Medio,2010
15,México,15055,Mexicaltzingo,12796,3.22,0.25,0.3,4.06,27.6,1.52,17.24,35.41,-1.371,Muy bajo,2015
15,México,15072,Rayón,12748,4.74,0.15,0.6,0.85,43.94,3.54,32.62,37.46,-1.252,Muy bajo,2010
15,México,15094,Tepetlixpa,12687,10.29,24.92,5.01,17.08,70.43,32.76,26.07,76.9,-0.789,Bajo,1990
15,México,15089,Tenango del Aire,12470,3.16,0.31,0.4,1.43,35.44,2.87,44.08,42.13,-1.032,Bajo,2015
15,México,15097,Texcaltitlón,12468,22.63,67.38,49.41,42.69,70.13,44.6,100,82.25,0.546,Alto,1990
15,México,15100,Tezoyuca,12416,5.09,12.04,3.23,14.05,68.1,7.8,51.5,66.94,-1.288,Bajo,1990
15,México,15046,Jilotzingo,12412,11.3,-,1.71,11.28,-,-,-,-,-0.683,Medio,1995
15,México,15107,Tonatico,12324,4.91,0.77,0.43,2.84,25.28,1.45,37.47,47.48,-0.933,Bajo,2015
15,México,15071,Polotitlón,12319,8.42,16.77,2.31,0.44,42.55,1.01,100,49.86,-0.714,Bajo,2005
15,México,15022,Cocotitlón,12142,2.6,0.5,1.46,4.7,42.28,5.46,22.87,35.98,-1.328,Muy bajo,2010
15,México,15022,Cocotitlón,12120,3.2,0.53,0.9,4.16,53.93,7.53,23.08,37.41,-1.335,Muy bajo,2005
15,México,15107,Tonatico,12099,7.19,4.39,0.4,26.78,33.29,3.32,37.47,49.27,-0.766,Bajo,2010
15,México,15102,Timilpan,12059,18.85,64.3,16.65,48.4,59.68,23.17,100,73.85,-0.058,Medio,1990
15,México,15004,Almoloya de Alquisiras,12021,22.15,65.61,40.67,42.32,65.83,46.01,100,74.05,0.358,Alto,1990
15,México,15012,Atizapán,11875,3.07,0.16,0.06,0.16,35.41,3.89,21.72,46.31,-1.091,Muy bajo,2015
15,México,15079,Soyaniquilpan de Juárez,11798,5.72,24.69,3.63,3.8,40.35,2.44,100,59.93,-0.314,Medio,2010
15,México,15027,Chapultepec,11764,1.51,0.12,0.35,1.42,29.33,1.52,37.95,23.77,-1.491,Muy bajo,2015
15,México,15038,Isidro Fabela,11726,4.25,5.12,0.18,0.64,37.05,3.04,100,41.79,-0.637,Bajo,2015
15,México,15055,Mexicaltzingo,11712,3.85,1.01,0.84,4.5,39.58,4.09,17.24,31.75,-1.423,Muy bajo,2010
15,México,15107,Tonatico,11502,9.99,-,0.86,20.72,42.13,7.75,35.76,63.86,-0.844,Bajo,2000
15,México,15119,Zumpahuacón,11500,26.94,68.19,28.15,32.83,74.51,65.27,100,87.11,0.714,Alto,1990
15,México,15073,San Antonio la Isla,11313,6.24,0.73,0.75,1.52,49.89,11.47,6.72,41.28,-1.31,Muy bajo,2005
15,México,15083,Temamatla,11206,2.98,0.39,2.11,7.15,45.62,3.64,49.73,36.68,-1.154,Bajo,2010
15,México,15006,Almoloya del Río,11126,4.16,0.11,0.33,0.3,34.27,5.29,12.66,44.97,-1.05,Bajo,2015
15,México,15071,Polotitlón,11065,8.73,-,5.22,0.89,46.77,1.31,100,60.57,-0.712,Bajo,2000
15,México,15049,Joquicingo,11042,10.27,2.19,1.19,3.06,55.08,15.34,100,53.86,-0.495,Medio,2005
15,México,15072,Rayón,10953,6.4,0.73,0.5,1.29,46.69,6.55,32.55,42.04,-1.267,Muy bajo,2005
15,México,15107,Tonatico,10901,8.06,5.42,0.75,23.61,34.92,5.25,36.8,52.56,-0.891,Bajo,2005
15,México,15006,Almoloya del Río,10886,4.75,0.26,0.58,0.18,47.01,7.55,12.67,43.07,-1.142,Bajo,2010
15,México,15059,Nextlalpan,10840,6.64,23.36,5.05,5.77,68.97,11.53,31.31,63.51,-1.233,Bajo,1990
15,México,15049,Joquicingo,10720,11.46,-,2.63,1.94,59.73,22.44,100,65.43,-0.449,Medio,2000
15,México,15079,Soyaniquilpan de Juárez,10719,7.03,34.71,3.06,5.77,46.48,2.18,100,54.47,-0.494,Medio,2005
15,México,15089,Tenango del Aire,10578,3.55,0.76,1.79,1.09,46.15,6.03,44.08,37.65,-1.116,Bajo,2010
15,México,15071,Polotitlón,10525,8.86,-,12.17,5.43,-,-,-,-,-0.704,Medio,1995
15,México,15073,San Antonio La Isla,10321,7.66,-,1.38,2.76,60.54,13.29,3.17,50.15,-1.295,Muy bajo,2000
15,México,15038,Isidro Fabela,10308,6.79,8.26,1.18,1.7,44.18,8.28,100,44.45,-0.595,Medio,2010
15,México,15012,Atizapán,10299,5.44,0.72,0.5,0.12,52.14,9.89,21.72,53.38,-0.907,Bajo,2010
15,México,15049,Joquicingo,10223,13.74,-,2.59,6.62,-,-,-,-,-0.41,Medio,1995
15,México,15125,Tonanitla,10216,3.02,0.36,1.04,7.4,48.28,2.37,33.69,40.97,-1.159,Bajo,2010
15,México,15022,Cocotitlón,10205,4.33,-,1.5,1.32,58.19,8.93,15.49,45.44,-1.418,Muy bajo,2000
15,México,15055,Mexicaltzingo,10161,5.51,1.69,0.52,5.28,46.99,7.46,15.25,44.13,-1.328,Muy bajo,2005
15,México,15083,Temamatla,10135,4.14,0.25,1.32,9.48,52.03,6.93,49.62,39.38,-1.172,Bajo,2005
15,México,15079,Soyaniquilpan De Juárez,10007,8.32,-,8.59,6.38,49.37,3.33,100,66.17,-0.412,Medio,2000
15,México,15107,Tonatico,9966,11.3,-,4.59,29.98,-,-,-,-,-0.858,Bajo,1995
15,México,15017,Ayapango,9863,2.36,0.32,0.33,1.3,37.36,2.66,100,47.12,-0.792,Bajo,2015
15,México,15125,Tonanitla,9728,2.31,0.17,0.13,7.65,36.65,1.46,33.7,41.71,-1.072,Bajo,2015
15,México,15071,Polotitlón,9714,12.5,51.76,20.42,22.5,60.03,9.32,100,76.72,-0.4,Medio,1990
15,México,15107,Tonatico,9712,13.57,24.53,10.64,28.25,54.35,18.62,35,72.92,-0.817,Bajo,1990
15,México,15078,Santo Tomás,9682,9.24,5.33,0.26,7.58,34.86,2.53,100,47.19,-0.297,Medio,2015
15,México,15027,Chapultepec,9676,2.12,0.82,0.2,2.4,40.99,1.99,37.95,38.1,-1.39,Muy bajo,2010
15,México,15089,Tenango del Aire,9432,4.24,0.81,0.56,2.04,51.68,9.31,46.62,50.61,-1.08,Bajo,2005
15,México,15034,Ecatzingo,9414,7.21,1.27,0.51,3.92,45.52,6.78,24.67,54.76,-0.506,Bajo,2015
15,México,15034,Ecatzingo,9369,8.35,5.36,0.44,0.57,58.41,20.72,24.67,65.65,-0.311,Medio,2010
15,México,15022,Cocotitlón,9290,6.14,-,1.22,4.91,-,-,-,-,-0.782,Bajo,1995
15,México,15055,Mexicaltzingo,9225,6.11,-,1.2,9.02,52.5,6.61,19.28,53.6,-1.312,Muy bajo,2000
15,México,15073,San Antonio La Isla,9118,9.75,-,0.41,5.68,-,-,-,-,-0.745,Medio,1995
15,México,15078,Santo Tomás,9111,11.16,12,0.92,7.95,47.13,6.91,100,52.7,-0.2,Medio,2010
15,México,15072,Rayón,9024,7.56,-,0.63,2.31,52.42,10.4,25.88,51.07,-1.298,Muy bajo,2000
15,México,15046,Jilotzingo,9011,13.86,39.84,7.04,19.32,63.65,28.03,100,70.37,-0.559,Bajo,1990
15,México,15061,Nopaltepec,8960,5.23,2.39,0.11,0.82,30.03,0.91,100,43.62,-0.807,Bajo,2015
15,México,15006,Almoloya del Río,8939,6.9,0.49,0.71,0.03,44.98,7.84,10.59,47.22,-1.288,Muy bajo,2005
